Gal,System,Pos,Planeta / Nazwa (Aktywność),Księżyc,PZ,Status,Gracz,Sojusz,Akcja,Pozycja,PlayerId,PlanetId,Komentarz covidu,,
,,,5739 planet / 9 opuszczonych,230 moonów,,,zielony = idler,1813 idlerów,,,,, by matej & polkin3run & rabus,,
,,,,,,,,,,,,,,,
4,96,8,Kolonia,,,,penki19,GC,Szpieguj,294,2590,4575,,12683,409608
4,96,9,Rio I,,,,Enzi,-,Szpieguj,1088,1773,1772,,12684,409609
4,97,1,,,,,,,,0,0,0,,12691,409701
4,97,10,Kolonia (44 min),"śr: 4.582, temp: -53",,i,Draiks,APB,Szpieguj,702,853,3708,,12700,409710
4,97,11,Planeta macierzysta,,,i,burgerking,-,Szpieguj,1451,854,853,,12701,409711
4,97,12,Planeta macierzysta,,,i,Majkelos,-,Szpieguj,2034,1774,1773,,12702,409712
4,97,13,,,,,,,,0,0,0,,12703,409713
4,97,14,,,,,,,,0,0,0,,12704,409714
4,97,15,,,,,,,,0,0,0,,12705,409715
4,97,2,,,,,,,,0,0,0,,12692,409702
4,97,3,,,,,,,,0,0,0,,12693,409703
4,97,4,,,,,,,,0,0,0,,12694,409704
4,97,5,,,,,,,,0,0,0,,12695,409705
4,97,6,miami beach,,,i,masterczulki88,-,Szpieguj,1068,2591,3174,,12696,409706
4,97,7,Kolonia,,,i,Draiks,APB,Szpieguj,702,853,4700,,12697,409707
4,97,8,p4,,,u,iselheim,-,Szpieguj,393,1672,5382,,12698,409708
4,97,9,Planeta macierzysta,,,,Canis,-,Szpieguj,4,185,6376,,12699,409709
4,98,1,,,,,,,,0,0,0,,12706,409801
4,98,10,Planeta macierzysta,,,i,lsl,-,Szpieguj,2331,1775,1774,,12715,409810
4,98,11,Planeta macierzysta,,,i,johnlecter,-,Szpieguj,1032,855,854,,12716,409811
4,98,12,,,,,,,,0,0,0,,12717,409812
4,98,13,,,,,,,,0,0,0,,12718,409813
4,98,14,,,,,,,,0,0,0,,12719,409814
4,98,15,,,,,,,,0,0,0,,12720,409815
4,98,2,,,,,,,,0,0,0,,12707,409802
4,98,3,,,,,,,,0,0,0,,12708,409803
4,98,4,Planeta macierzysta,,,i,operetka234,-,Szpieguj,1071,2592,3177,,12709,409804
4,98,5,,,,,,,,0,0,0,,12710,409805
4,98,6,,,,,,,,0,0,0,,12711,409806
4,98,7,,,,,,,,0,0,0,,12712,409807
4,98,8,Kolonia,,,i,johnlecter,-,Szpieguj,1032,855,3502,,12713,409808
4,98,9,Wodzirej (56 min),,,,Wodzirej,MASA,Szpieguj,28,857,4269,,12714,409809
4,99,1,,,,,,,,0,0,0,,12721,409901
4,99,10,Świnia,,,,Qlasek,GC,Szpieguj,556,856,5161,,12730,409910
4,99,11,,,,,,,,0,0,0,,12731,409911
4,99,12,,,,,,,,0,0,0,,12732,409912
4,99,13,,,,,,,,0,0,0,,12733,409913
4,99,14,,,,,,,,0,0,0,,12734,409914
4,99,15,,,,,,,,0,0,0,,12735,409915
4,99,2,,,,,,,,0,0,0,,12722,409902
4,99,3,,,,,,,,0,0,0,,12723,409903
4,99,4,,,,,,,,0,0,0,,12724,409904
4,99,5,,,,,,,,0,0,0,,12725,409905
4,99,6,Planeta macierzysta,,,i,matwielki31,-,Szpieguj,1070,2593,3179,,12726,409906
4,99,7,Arka,,,,Qlasek,GC,Szpieguj,556,856,855,,12727,409907
4,99,8,Gdynia,,,,Qlasek,GC,Szpieguj,556,856,5155,,12728,409908
4,99,9,Kurfa,,,,Qlasek,GC,Szpieguj,556,856,3138,,12729,409909
4,100,1,,,,,,,,0,0,0,,12736,410001
4,100,10,Kóln,,,,Brylant,44556677,Szpieguj,314,1754,5884,,12745,410010
4,100,11,,,,,,,,0,0,0,,12746,410011
4,100,12,Planeta macierzysta,,,i,Vespa,-,Szpieguj,2332,1776,1775,,12747,410012
4,100,13,,,,,,,,0,0,0,,12748,410013
4,100,14,,,,,,,,0,0,0,,12749,410014
4,100,15,,,,,,,,0,0,0,,12750,410015
4,100,2,,,,,,,,0,0,0,,12737,410002
4,100,3,Noga z kurczaka (27 min),,,,Wodzirej,MASA,Szpieguj,28,857,856,,12738,410003
4,100,4,,,,,,,,0,0,0,,12739,410004
4,100,5,,,,,,,,0,0,0,,12740,410005
4,100,6,,,,,,,,0,0,0,,12741,410006
4,100,7,F12 TDF,,,,czyznaszmnie,KzB,Szpieguj,224,1826,3907,,12742,410007
4,100,8,Carcharoth,,,,Jabby,EiR,Szpieguj,18,2013,4773,,12743,410008
4,100,9,Importer kaczanów (25 min),,,,Wodzirej,MASA,Szpieguj,28,857,2663,,12744,410009
4,101,1,,,,,,,,0,0,0,,12751,410101
4,101,10,,,,,,,,0,0,0,,12760,410110
4,101,11,Planeta macierzysta,,,,lkddae,-,Szpieguj,584,858,857,,12761,410111
4,101,12,Kolonia,,,i,Dawido66,-,Szpieguj,1147,1777,5928,,12762,410112
4,101,13,,,,,,,,0,0,0,,12763,410113
4,101,14,,,,,,,,0,0,0,,12764,410114
4,101,15,,,,,,,,0,0,0,,12765,410115
4,101,2,,,,,,,,0,0,0,,12752,410102
4,101,3,Sion 6Q3,,,i,Dawido66,-,Szpieguj,1147,1777,1776,,12753,410103
4,101,4,,,,,,,,0,0,0,,12754,410104
4,101,5,K1,,,,lkddae,-,Szpieguj,584,858,4241,,12755,410105
4,101,6,,,,,,,,0,0,0,,12756,410106
4,101,7,Kolonia (53 min),,,,jadealboniejade,-,Szpieguj,672,1477,4022,,12757,410107
4,101,8,P5,,,u,Palczan,-,Szpieguj,625,1778,5324,,12758,410108
4,101,9,,,,,,,,0,0,0,,12759,410109
4,102,1,,,,,,,,0,0,0,,12766,410201
4,102,10,,,,,,,,0,0,0,,12775,410210
4,102,11,,,,,,,,0,0,0,,12776,410211
4,102,12,,,,,,,,0,0,0,,12777,410212
4,102,13,,,,,,,,0,0,0,,12778,410213
4,102,14,,,,,,,,0,0,0,,12779,410214
4,102,15,,,,,,,,0,0,0,,12780,410215
4,102,2,,,,,,,,0,0,0,,12767,410202
4,102,3,,,,,,,,0,0,0,,12768,410203
4,102,4,,,,,,,,0,0,0,,12769,410204
4,102,5,P1,,,u,Palczan,-,Szpieguj,625,1778,1777,,12770,410205
4,102,6,kolonia 5,,,u,johns,-,Szpieguj,670,860,4151,,12771,410206
4,102,7,Kaer Moren (52 min),,"Metal: 86.800, Kryształ: 42.000",,szmynczyk,-,Szpieguj,751,859,858,,12772,410207
4,102,8,,,,,,,,0,0,0,,12773,410208
4,102,9,P3,,,u,Palczan,-,Szpieguj,625,1778,3807,,12774,410209
4,103,1,,,,,,,,0,0,0,,12781,410301
4,103,10,Planeta macierzysta,,,i,Darkstar,-,Szpieguj,1572,1779,1778,,12790,410310
4,103,11,,,,,,,,0,0,0,,12791,410311
4,103,12,,,,,,,,0,0,0,,12792,410312
4,103,13,,,,,,,,0,0,0,,12793,410313
4,103,14,,,,,,,,0,0,0,,12794,410314
4,103,15,,,,,,,,0,0,0,,12795,410315
4,103,2,,,,,,,,0,0,0,,12782,410302
4,103,3,,,,,,,,0,0,0,,12783,410303
4,103,4,,,,,,,,0,0,0,,12784,410304
4,103,5,,,,,,,,0,0,0,,12785,410305
4,103,6,kolonia 4,,,u,johns,-,Szpieguj,670,860,3590,,12786,410306
4,103,7,kolonia 3,,,u,johns,-,Szpieguj,670,860,3169,,12787,410307
4,103,8,kolonia 1,,,u,johns,-,Szpieguj,670,860,859,,12788,410308
4,103,9,Przemytnik kotletów (25 min),,,,Wodzirej,MASA,Szpieguj,28,857,2831,,12789,410309
4,104,1,,,,,,,,0,0,0,,12796,410401
4,104,10,FLAT EARTH SOCIETY (49 min),,,,CzakNorris,NW,Szpieguj,228,1780,5424,,12805,410410
4,104,11,PAWEL JUMPER (48 min),,,,CzakNorris,NW,Szpieguj,228,1780,1779,,12806,410411
4,104,12,,,,,,,,0,0,0,,12807,410412
4,104,13,,,,,,,,0,0,0,,12808,410413
4,104,14,,,,,,,,0,0,0,,12809,410414
4,104,15,,,,,,,,0,0,0,,12810,410415
4,104,2,,,,,,,,0,0,0,,12797,410402
4,104,3,Planeta macierzysta,,,i,t0mooo,-,Szpieguj,1908,2594,3180,,12798,410403
4,104,4,,,,,,,,0,0,0,,12799,410404
4,104,5,Ferrari,,,,Myszexx,ACL,Szpieguj,874,2669,5139,,12800,410405
4,104,6,Kolonia,,,,Farmozon,-,Szpieguj,7,2269,5622,,12801,410406
4,104,7,Planeta macierzysta,,,i,sukinkot,-,Szpieguj,1452,861,860,,12802,410407
4,104,8,Kolonia (28 min),,,,Deadlysabre,NW,Szpieguj,324,2519,3530,,12803,410408
4,104,9,POLSKA GUROM (50 min),,,,CzakNorris,NW,Szpieguj,228,1780,3565,,12804,410409
4,105,1,,,,,,,,0,0,0,,12811,410501
4,105,10,,,,,,,,0,0,0,,12820,410510
4,105,11,,,,,,,,0,0,0,,12821,410511
4,105,12,Budyń l,,,u,Yaycobs,-,Szpieguj,581,862,861,,12822,410512
4,105,13,,,,,,,,0,0,0,,12823,410513
4,105,14,,,,,,,,0,0,0,,12824,410514
4,105,15,,,,,,,,0,0,0,,12825,410515
4,105,2,,,,,,,,0,0,0,,12812,410502
4,105,3,,,,,,,,0,0,0,,12813,410503
4,105,4,,,,,,,,0,0,0,,12814,410504
4,105,5,Planeta macierzysta,,,i,Odi,-,Szpieguj,1179,1781,1780,,12815,410505
4,105,6,,,,,,,,0,0,0,,12816,410506
4,105,7,Biały a Olbrzym (*),,,,Aiden7,BEST,Szpieguj,131,1567,3021,,12817,410507
4,105,8,Galaretka lll,,,u,Yaycobs,-,Szpieguj,581,862,3860,,12818,410508
4,105,9,,,,,,,,0,0,0,,12819,410509
4,106,1,,,,,,,,0,0,0,,12826,410601
4,106,10,,,,,,,,0,0,0,,12835,410610
4,106,11,,,,,,,,0,0,0,,12836,410611
4,106,12,,,,,,,,0,0,0,,12837,410612
4,106,13,,,,,,,,0,0,0,,12838,410613
4,106,14,,,,,,,,0,0,0,,12839,410614
4,106,15,,,,,,,,0,0,0,,12840,410615
4,106,2,,,,,,,,0,0,0,,12827,410602
4,106,3,Planeta macierzysta,,,i,Stephenson_2-18,-,Szpieguj,1422,863,862,,12828,410603
4,106,4,,,,,,,,0,0,0,,12829,410604
4,106,5,,,,,,,,0,0,0,,12830,410605
4,106,6,Sasinopolis (*),,,,zetrox,F.o.A,Szpieguj,154,613,5768,,12831,410606
4,106,7,Planeta macierzysta,,,i,Hansklosek,-,Szpieguj,2035,1782,1781,,12832,410607
4,106,8,galapagos (21 min),"śr: 8.717, temp: 9",,,kebabowicz,EiR,Szpieguj,24,29,4494,,12833,410608
4,106,9,Kolonia (*),,,,kenul,-,Szpieguj,1,2403,3280,,12834,410609
4,107,1,,,,,,,,0,0,0,,12841,410701
4,107,10,Planeta macierzysta,,,i,george_buzzer,-,Szpieguj,1387,864,863,,12850,410710
4,107,11,,,,,,,,0,0,0,,12851,410711
4,107,12,,,,,,,,0,0,0,,12852,410712
4,107,13,,,,,,,,0,0,0,,12853,410713
4,107,14,,,,,,,,0,0,0,,12854,410714
4,107,15,,,,,,,,0,0,0,,12855,410715
4,107,2,,,,,,,,0,0,0,,12842,410702
4,107,3,,,,,,,,0,0,0,,12843,410703
4,107,4,,,,,,,,0,0,0,,12844,410704
4,107,5,,,,,,,,0,0,0,,12845,410705
4,107,6,,,,,,,,0,0,0,,12846,410706
4,107,7,Gorgoncola,,,u,hrabula,-,Szpieguj,565,1783,1782,,12847,410707
4,107,8,,,,,,,,0,0,0,,12848,410708
4,107,9,Sincity (*),,,,editn,-,Szpieguj,243,2596,3195,,12849,410709
4,108,1,,,,,,,,0,0,0,,12856,410801
4,108,10,,,,,,,,0,0,0,,12865,410810
4,108,11,x (39 min),,,,Voorheez,NW,Szpieguj,482,2597,3199,,12866,410811
4,108,12,,,,,,,,0,0,0,,12867,410812
4,108,13,,,,,,,,0,0,0,,12868,410813
4,108,14,,,,,,,,0,0,0,,12869,410814
4,108,15,,,,,,,,0,0,0,,12870,410815
4,108,2,,,,,,,,0,0,0,,12857,410802
4,108,3,Nirvana (41 min),,,i,CichyBob,-,Szpieguj,882,865,864,,12858,410803
4,108,4,,,,,,,,0,0,0,,12859,410804
4,108,5,,,,,,,,0,0,0,,12860,410805
4,108,6,Lachonnarium (39 min),,"Metal: 1.400, Kryształ: 1.400",,Wezyr,-,Szpieguj,806,475,4348,,12861,410806
4,108,7,Chica bomb (39 min),"śr: 4.898, temp: -2",,,Wezyr,-,Szpieguj,806,475,3628,,12862,410807
4,108,8,Main Planet,,,i,cyborg,-,Szpieguj,1861,1784,1783,,12863,410808
4,108,9,1234,,,i,Kamileqq,-,Szpieguj,1001,867,3410,,12864,410809
4,109,1,,,,,,,,0,0,0,,12871,410901
4,109,10,,,,,,,,0,0,0,,12880,410910
4,109,11,Kolonia (39 min),,,,najkon,-,Szpieguj,841,1787,4409,,12881,410911
4,109,12,,,,,,,,0,0,0,,12882,410912
4,109,13,,,,,,,,0,0,0,,12883,410913
4,109,14,,,,,,,,0,0,0,,12884,410914
4,109,15,,,,,,,,0,0,0,,12885,410915
4,109,2,,,,,,,,0,0,0,,12872,410902
4,109,3,Planeta macierzysta,,,i,randomowymirek,-,Szpieguj,2333,1785,1784,,12873,410903
4,109,4,Planeta macierzysta,,,i,esta87,-,Szpieguj,2177,866,865,,12874,410904
4,109,5,,,,,,,,0,0,0,,12875,410905
4,109,6,,,,,,,,0,0,0,,12876,410906
4,109,7,Kolonia,,,,Felinefelo,MnS,Szpieguj,70,910,4489,,12877,410907
4,109,8,P2,,,u,Palczan,-,Szpieguj,625,1778,3033,,12878,410908
4,109,9,Nuta (*),,,,jotefero,-,Szpieguj,165,290,3659,,12879,410909
4,110,1,,,,,,,,0,0,0,,12886,411001
4,110,10,1337,,,i,Kamileqq,-,Szpieguj,1001,867,866,,12895,411010
4,110,11,,,,,,,,0,0,0,,12896,411011
4,110,12,,,,,,,,0,0,0,,12897,411012
4,110,13,,,,,,,,0,0,0,,12898,411013
4,110,14,,,,,,,,0,0,0,,12899,411014
4,110,15,,,,,,,,0,0,0,,12900,411015
4,110,2,,,,,,,,0,0,0,,12887,411002
4,110,3,,,,,,,,0,0,0,,12888,411003
4,110,4,,,,,,,,0,0,0,,12889,411004
4,110,5,,,,,,,,0,0,0,,12890,411005
4,110,6,,,,,,,,0,0,0,,12891,411006
4,110,7,,,,,,,,0,0,0,,12892,411007
4,110,8,kuman hawudepe (43 min),,,,darwisz,44556677,Szpieguj,213,832,3892,,12893,411008
4,110,9,Planeta macierzysta,,,i,Kszyrztof,-,Szpieguj,1909,2598,3208,,12894,411009
4,111,1,,,,,,,,0,0,0,,12901,411101
4,111,10,Planeta macierzysta,,,i,Crushyna,-,Szpieguj,1805,868,867,,12910,411110
4,111,11,Planeta macierzysta (38 min),,,,najkon,-,Szpieguj,841,1787,1786,,12911,411111
4,111,12,Kolonia (39 min),"śr: 4.358, temp: -60",,,najkon,-,Szpieguj,841,1787,3493,,12912,411112
4,111,13,,,,,,,,0,0,0,,12913,411113
4,111,14,,,,,,,,0,0,0,,12914,411114
4,111,15,,,,,,,,0,0,0,,12915,411115
4,111,2,,,,,,,,0,0,0,,12902,411102
4,111,3,,,,,,,,0,0,0,,12903,411103
4,111,4,,,,,,,,0,0,0,,12904,411104
4,111,5,,,,,,,,0,0,0,,12905,411105
4,111,6,Nifelheim (*),,,,Berud,MnS,Szpieguj,124,90,5352,,12906,411106
4,111,7,Planeta macierzysta,,,i,kancerpinjo oszukuje,-,Szpieguj,2485,2599,3238,,12907,411107
4,111,8,Valhalla,,,i,CichyBob,-,Szpieguj,882,865,4932,,12908,411108
4,111,9,micropoint,,,i,ndc,AC/DC,Szpieguj,1103,728,2571,,12909,411109
4,112,1,,,,,,,,0,0,0,,12916,411201
4,112,10,,,,,,,,0,0,0,,12925,411210
4,112,11,,,,,,,,0,0,0,,12926,411211
4,112,12,Planeta macierzysta,,,i,wywlekacz,-,Szpieguj,2486,2600,3257,,12927,411212
4,112,13,,,,,,,,0,0,0,,12928,411213
4,112,14,,,,,,,,0,0,0,,12929,411214
4,112,15,,,,,,,,0,0,0,,12930,411215
4,112,2,,,,,,,,0,0,0,,12917,411202
4,112,3,Silent Hill,,,u,Incineratus,-,Szpieguj,479,1788,1787,,12918,411203
4,112,4,,,,,,,,0,0,0,,12919,411204
4,112,5,,,,,,,,0,0,0,,12920,411205
4,112,6,,,,,,,,0,0,0,,12921,411206
4,112,7,Sunyville,,,u,Incineratus,-,Szpieguj,479,1788,2711,,12922,411207
4,112,8,Planeta macierzysta,,,i,DonPompa,-,Szpieguj,1806,869,868,,12923,411208
4,112,9,Kolonia,,,u,Incineratus,-,Szpieguj,479,1788,3396,,12924,411209
4,113,1,,,,,,,,0,0,0,,12931,411301
4,113,10,,,,,,,,0,0,0,,12940,411310
4,113,11,Carraiba,,,,Royalowy,-,Szpieguj,533,1789,1788,,12941,411311
4,113,12,,,,,,,,0,0,0,,12942,411312
4,113,13,,,,,,,,0,0,0,,12943,411313
4,113,14,,,,,,,,0,0,0,,12944,411314
4,113,15,,,,,,,,0,0,0,,12945,411315
4,113,2,,,,,,,,0,0,0,,12932,411302
4,113,3,,,,,,,,0,0,0,,12933,411303
4,113,4,,,,,,,,0,0,0,,12934,411304
4,113,5,Planeta macierzysta,,,i,joang,-,Szpieguj,2092,2601,3288,,12935,411305
4,113,6,Saharon,,,,Royalowy,-,Szpieguj,533,1789,4827,,12936,411306
4,113,7,Kolonia,,,i,CichyBob,-,Szpieguj,882,865,5055,,12937,411307
4,113,8,,,,,,,,0,0,0,,12938,411308
4,113,9,Latos,,,,Royalowy,-,Szpieguj,533,1789,6017,,12939,411309
4,114,1,,,,,,,,0,0,0,,12946,411401
4,114,10,yebac pis,,,u,stara_anona,-,Szpieguj,755,827,5446,,12955,411410
4,114,11,Planeta macierzysta,,,i,nudzesiewpracy,-,Szpieguj,1282,1790,1789,,12956,411411
4,114,12,,,,,,,,0,0,0,,12957,411412
4,114,13,,,,,,,,0,0,0,,12958,411413
4,114,14,,,,,,,,0,0,0,,12959,411414
4,114,15,,,,,,,,0,0,0,,12960,411415
4,114,2,,,,,,,,0,0,0,,12947,411402
4,114,3,,,,,,,,0,0,0,,12948,411403
4,114,4,,,,,,,,0,0,0,,12949,411404
4,114,5,,,,,,,,0,0,0,,12950,411405
4,114,6,,,,,,,,0,0,0,,12951,411406
4,114,7,Saibamenlandia,,,,Saibamen,-,Szpieguj,921,871,870,,12952,411407
4,114,8,ζ (*),,,,dysviusdv,CO5G,Szpieguj,233,957,6192,,12953,411408
4,114,9,Krystalio (21 min),,,,Predator30,MnS,Szpieguj,68,819,3431,,12954,411409
4,115,1,,,,,,,,0,0,0,,12961,411501
4,115,10,,,,,,,,0,0,0,,12970,411510
4,115,11,Ram Ranch (33 min),,,,bandytaz,4G,Szpieguj,33,1791,1790,,12971,411511
4,115,12,Planeta macierzysta,,,i,Jolan,-,Szpieguj,1420,2602,3297,,12972,411512
4,115,13,,,,,,,,0,0,0,,12973,411513
4,115,14,,,,,,,,0,0,0,,12974,411514
4,115,15,,,,,,,,0,0,0,,12975,411515
4,115,2,,,,,,,,0,0,0,,12962,411502
4,115,3,,,,,,,,0,0,0,,12963,411503
4,115,4,,,,,,,,0,0,0,,12964,411504
4,115,5,Sasin 1,,,,Wojnar,GC,Szpieguj,570,872,871,,12965,411505
4,115,6,18 Cowboys (*),"śr: 8.602, temp: -4",,,bandytaz,4G,Szpieguj,33,1791,2841,,12966,411506
4,115,7,k2,,,u,camel_case91,-,Szpieguj,185,1737,2592,,12967,411507
4,115,8,Kolonia (37 min),,,,RIP,-,Szpieguj,410,21,3485,,12968,411508
4,115,9,,,,,,,,0,0,0,,12969,411509
4,116,1,,,,,,,,0,0,0,,12976,411601
4,116,10,,,,,,,,0,0,0,,12985,411610
4,116,11,,,,,,,,0,0,0,,12986,411611
4,116,12,,,,,,,,0,0,0,,12987,411612
4,116,13,,,,,,,,0,0,0,,12988,411613
4,116,14,Kolonia 4 (*),,,,Boogie,CO5G,Szpieguj,298,820,5677,,12989,411614
4,116,15,,,,,,,,0,0,0,,12990,411615
4,116,2,,,,,,,,0,0,0,,12977,411602
4,116,3,,,,,,,,0,0,0,,12978,411603
4,116,4,,,,,,,,0,0,0,,12979,411604
4,116,5,Stalone (46 min),,,,smith,CO5G,Szpieguj,93,1841,6356,,12980,411605
4,116,6,Planeta macierzysta,,,i,Sebmen4,-,Szpieguj,1502,2603,3368,,12981,411606
4,116,7,,,,,,,,0,0,0,,12982,411607
4,116,8,Wheels (*),,,,Artur,CO5G,Szpieguj,14,811,5669,,12983,411608
4,116,9,,,,,,,,0,0,0,,12984,411609
4,117,1,,,,,,,,0,0,0,,12991,411701
4,117,10,,,,,,,,0,0,0,,13000,411710
4,117,11,,,,,,,,0,0,0,,13001,411711
4,117,12,,,,,,,,0,0,0,,13002,411712
4,117,13,,,,,,,,0,0,0,,13003,411713
4,117,14,,,,,,,,0,0,0,,13004,411714
4,117,15,,,,,,,,0,0,0,,13005,411715
4,117,2,,,,,,,,0,0,0,,12992,411702
4,117,3,Planeta macierzysta,,,i,rrrr,-,Szpieguj,2334,1793,1792,,12993,411703
4,117,4,,,,,,,,0,0,0,,12994,411704
4,117,5,Planeta macierzysta,,,i,Thalaryk,-,Szpieguj,2178,874,873,,12995,411705
4,117,6,,,,,,,,0,0,0,,12996,411706
4,117,7,Alkatraz,,,,HiTeeek,-,Szpieguj,305,2446,6148,,12997,411707
4,117,8,Pawłowicz 1,,,,Wojnar,GC,Szpieguj,570,872,4152,,12998,411708
4,117,9,,,,,,,,0,0,0,,12999,411709
4,118,1,,,,,,,,0,0,0,,13006,411801
4,118,10,,,,,,,,0,0,0,,13015,411810
4,118,11,,,,,,,,0,0,0,,13016,411811
4,118,12,Gaja,,,u,guff,-,Szpieguj,610,2604,3376,,13017,411812
4,118,13,,,,,,,,0,0,0,,13018,411813
4,118,14,,,,,,,,0,0,0,,13019,411814
4,118,15,,,,,,,,0,0,0,,13020,411815
4,118,2,,,,,,,,0,0,0,,13007,411802
4,118,3,Planeta macierzysta,,,i,Reivn,-,Szpieguj,1718,1794,1793,,13008,411803
4,118,4,,,,,,,,0,0,0,,13009,411804
4,118,5,,,,,,,,0,0,0,,13010,411805
4,118,6,,,,,,,,0,0,0,,13011,411806
4,118,7,,,,,,,,0,0,0,,13012,411807
4,118,8,Kolonia,,,u,guff,-,Szpieguj,610,2604,4561,,13013,411808
4,118,9,,,,,,,,0,0,0,,13014,411809
4,119,1,,,,,,,,0,0,0,,13021,411901
4,119,10,gvzdk (38 min),,,,maroo2,-,Szpieguj,445,392,5225,,13030,411910
4,119,11,,,,,,,,0,0,0,,13031,411911
4,119,12,,,,,,,,0,0,0,,13032,411912
4,119,13,,,,,,,,0,0,0,,13033,411913
4,119,14,,,,,,,,0,0,0,,13034,411914
4,119,15,,,,,,,,0,0,0,,13035,411915
4,119,2,,,,,,,,0,0,0,,13022,411902
4,119,3,Planeta macierzysta,,,i,noner,-,Szpieguj,1910,2605,3382,,13023,411903
4,119,4,,,,,,,,0,0,0,,13024,411904
4,119,5,Planeta macierzysta,,,i,Zapson93,-,Szpieguj,1615,876,875,,13025,411905
4,119,6,wolnoscdlapierogow,,,,ZohanTSW,-,Szpieguj,987,1795,1794,,13026,411906
4,119,7,Kolonia,,,u,sunfire87,-,Szpieguj,831,2512,4933,,13027,411907
4,119,8,trxst (38 min),,,,maroo2,-,Szpieguj,445,392,4831,,13028,411908
4,119,9,Kolonia,,,u,guff,-,Szpieguj,610,2604,4999,,13029,411909
4,120,1,,,,,,,,0,0,0,,13036,412001
4,120,10,,,,,,,,0,0,0,,13045,412010
4,120,11,Main Planet,,,i,Carolus89,-,Szpieguj,1102,1796,1795,,13046,412011
4,120,12,Delta (*),,,,editn,-,Szpieguj,243,2596,5209,,13047,412012
4,120,13,,,,,,,,0,0,0,,13048,412013
4,120,14,,,,,,,,0,0,0,,13049,412014
4,120,15,,,,,,,,0,0,0,,13050,412015
4,120,2,,,,,,,,0,0,0,,13037,412002
4,120,3,,,,,,,,0,0,0,,13038,412003
4,120,4,Planeta macierzysta,,,i,KarmaDorje,-,Szpieguj,1590,877,876,,13039,412004
4,120,5,,,,,,,,0,0,0,,13040,412005
4,120,6,,,,,,,,0,0,0,,13041,412006
4,120,7,Kujwdubie,,,,ZohanTSW,-,Szpieguj,987,1795,6175,,13042,412007
4,120,8,Xantar,,,i,zakaz,PAKT,Szpieguj,795,1820,3193,,13043,412008
4,120,9,,,,,,,,0,0,0,,13044,412009
4,121,1,,,,,,,,0,0,0,,13051,412101
4,121,10,Kolonia,,,u,weznieprzestrzelecikolano,-,Szpieguj,1005,1708,4143,,13060,412110
4,121,11,,,,,,,,0,0,0,,13061,412111
4,121,12,,,,,,,,0,0,0,,13062,412112
4,121,13,,,,,,,,0,0,0,,13063,412113
4,121,14,,,,,,,,0,0,0,,13064,412114
4,121,15,,,,,,,,0,0,0,,13065,412115
4,121,2,,,,,,,,0,0,0,,13052,412102
4,121,3,,,,,,,,0,0,0,,13053,412103
4,121,4,,,,,,,,0,0,0,,13054,412104
4,121,5,,,,,,,,0,0,0,,13055,412105
4,121,6,LAGI NA SERWERZE,,,u,mys,-,Szpieguj,1042,818,2807,,13056,412106
4,121,7,Planeta macierzysta,,,i,SobotaGodzina2137,-,Szpieguj,1361,1797,1796,,13057,412107
4,121,8,Kolonia,,,u,B00MER,-,Szpieguj,415,2525,5902,,13058,412108
4,121,9,Planeta macierzysta,,,i,Uriel,-,Szpieguj,1453,878,877,,13059,412109
4,122,1,,,,,,,,0,0,0,,13066,412201
4,122,10,,,,,,,,0,0,0,,13075,412210
4,122,11,Planeta macierzysta,,,i,jaszczomp,-,Szpieguj,808,1798,1797,,13076,412211
4,122,12,,,,,,,,0,0,0,,13077,412212
4,122,13,,,,,,,,0,0,0,,13078,412213
4,122,14,,,,,,,,0,0,0,,13079,412214
4,122,15,,,,,,,,0,0,0,,13080,412215
4,122,2,,,,,,,,0,0,0,,13067,412202
4,122,3,,,,,,,,0,0,0,,13068,412203
4,122,4,Planeta macierzysta,,,i,LastSeason,-,Szpieguj,1974,879,878,,13069,412204
4,122,5,,,,,,,,0,0,0,,13070,412205
4,122,6,Kolonia,,,i,jaszczomp,-,Szpieguj,808,1798,5644,,13071,412206
4,122,7,Kolonia,,,i,canter0,-,Szpieguj,1017,629,3643,,13072,412207
4,122,8,Nox Prime,,,u,kartoniasty,-,Szpieguj,595,2653,5924,,13073,412208
4,122,9,Chinske,,,,chudy1771,GTFO,Szpieguj,341,2563,3797,,13074,412209
4,123,1,,,,,,,,0,0,0,,13081,412301
4,123,10,,,,,,,,0,0,0,,13090,412310
4,123,11,,,,,,,,0,0,0,,13091,412311
4,123,12,,,,,,,,0,0,0,,13092,412312
4,123,13,,,,,,,,0,0,0,,13093,412313
4,123,14,,,,,,,,0,0,0,,13094,412314
4,123,15,,,,,,,,0,0,0,,13095,412315
4,123,2,,,,,,,,0,0,0,,13082,412302
4,123,3,Planeta macierzysta,,,i,ppienio,-,Szpieguj,1862,1799,1798,,13083,412303
4,123,4,,,,,,,,0,0,0,,13084,412304
4,123,5,,,,,,,,0,0,0,,13085,412305
4,123,6,Kolonia (38 min),,,,Anax,NW,Szpieguj,277,2320,6371,,13086,412306
4,123,7,Kolonia (38 min),,,,Anax,NW,Szpieguj,277,2320,4576,,13087,412307
4,123,8,,,,,,,,0,0,0,,13088,412308
4,123,9,Kolonia (52 min),,,,tytoniowy_janusz,-,Szpieguj,552,667,2701,,13089,412309
4,124,1,,,,,,,,0,0,0,,13096,412401
