Gal,System,Pos,Planeta / Nazwa (Aktywność),Księżyc,PZ,Status,Gracz,Sojusz,Akcja,Pozycja,PlayerId,PlanetId,Komentarz covidu,,
,,,5739 planet / 9 opuszczonych,230 moonów,,,zielony = idler,1813 idlerów,,,,, by matej & polkin3run & rabus,,
,,,,,,,,,,,,,,,
1,93,10,Main Planet,,,u,mr_cogito,-,Szpieguj,1255,96,95,,1390,109310
1,93,11,,,,,,,,0,0,0,,1391,109311
1,93,12,,,,,,,,0,0,0,,1392,109312
1,93,13,,,,,,,,0,0,0,,1393,109313
1,93,14,,,,,,,,0,0,0,,1394,109314
1,93,15,,,,,,,,0,0,0,,1395,109315
1,93,2,,,,,,,,0,0,0,,1382,109302
1,93,3,,,,,,,,0,0,0,,1383,109303
1,93,4,,,,,,,,0,0,0,,1384,109304
1,93,5,,,,,,,,0,0,0,,1385,109305
1,93,6,,,,,,,,0,0,0,,1386,109306
1,93,7,Serwerownia P1 (*),,,,Gats,-,Szpieguj,188,95,3328,,1387,109307
1,93,8,Saint Louis (*),,,,Borysson,-,Szpieguj,87,1080,4960,,1388,109308
1,93,9,Psi Patrol (50 min),"śr: 8.944, temp: -43",,,mdj,LUMP,Szpieguj,264,94,5963,,1389,109309
1,94,1,,,,,,,,0,0,0,,1396,109401
1,94,10,Planeta macierzysta (36 min),,,i,Biagioone,-,Szpieguj,1872,1981,1980,,1405,109410
1,94,11,Gold,,,,Wojtek,ZERO,Szpieguj,26,1234,5255,,1406,109411
1,94,12,,,,,,,,0,0,0,,1407,109412
1,94,13,,,,,,,,0,0,0,,1408,109413
1,94,14,,,,,,,,0,0,0,,1409,109414
1,94,15,,,,,,,,0,0,0,,1410,109415
1,94,2,,,,,,,,0,0,0,,1397,109402
1,94,3,,,,,,,,0,0,0,,1398,109403
1,94,4,g6 (28 min),,,,ajwoks,CO5G,Szpieguj,175,97,6168,,1399,109404
1,94,5,g1 (28 min),,,,ajwoks,CO5G,Szpieguj,175,97,96,,1400,109405
1,94,6,g2 (28 min),,,,ajwoks,CO5G,Szpieguj,175,97,3102,,1401,109406
1,94,7,g3 (28 min),,,,ajwoks,CO5G,Szpieguj,175,97,3639,,1402,109407
1,94,8,g4 (28 min),,,,ajwoks,CO5G,Szpieguj,175,97,4307,,1403,109408
1,94,9,g5 (28 min),,,,ajwoks,CO5G,Szpieguj,175,97,5218,,1404,109409
1,95,1,,,,,,,,0,0,0,,1411,109501
1,95,10,,,,,,,,0,0,0,,1420,109510
1,95,11,,,,,,,,0,0,0,,1421,109511
1,95,12,1,,,,alelis92,-,Szpieguj,721,98,97,,1422,109512
1,95,13,,,,,,,,0,0,0,,1423,109513
1,95,14,,,,,,,,0,0,0,,1424,109514
1,95,15,,,,,,,,0,0,0,,1425,109515
1,95,2,,,,,,,,0,0,0,,1412,109502
1,95,3,,,,,,,,0,0,0,,1413,109503
1,95,4,2,,,,alelis92,-,Szpieguj,721,98,2955,,1414,109504
1,95,5,3,,,,alelis92,-,Szpieguj,721,98,4989,,1415,109505
1,95,6,Planeta macierzysta (36 min),,,i,DeskaOd,-,Szpieguj,1318,1982,1981,,1416,109506
1,95,7,Planeta macierzysta (30 min),,,,Infantor,-,Szpieguj,61,74,3462,,1417,109507
1,95,8,,,,,,,,0,0,0,,1418,109508
1,95,9,,,,,,,,0,0,0,,1419,109509
1,96,1,,,,,,,,0,0,0,,1426,109601
1,96,10,Kolonia (34 min),,,i,Horizon1922,-,Szpieguj,1095,1983,3378,,1435,109610
1,96,11,,,,,,,,0,0,0,,1436,109611
1,96,12,,,,,,,,0,0,0,,1437,109612
1,96,13,,,,,,,,0,0,0,,1438,109613
1,96,14,,,,,,,,0,0,0,,1439,109614
1,96,15,,,,,,,,0,0,0,,1440,109615
1,96,2,,,,,,,,0,0,0,,1427,109602
1,96,3,Planeta macierzysta (35 min),,,i,Opzwykly,-,Szpieguj,1591,1095,1094,,1428,109603
1,96,4,Planeta macierzysta (34 min),,,i,deserteagle,-,Szpieguj,1661,99,98,,1429,109604
1,96,5,4,,,,alelis92,-,Szpieguj,721,98,5385,,1430,109605
1,96,6,Mrok (*),,,,Etherard,-,Szpieguj,346,353,5529,,1431,109606
1,96,7,Wolfsschlucht I,,,,t3RRoRm@CHiN3,-,Szpieguj,340,2616,5039,,1432,109607
1,96,8,Planeta macierzysta (34 min),,,i,Horizon1922,-,Szpieguj,1095,1983,1982,,1433,109608
1,96,9,Kolonia (*),,,,kenul,-,Szpieguj,1,2403,5632,,1434,109609
1,97,1,,,,,,,,0,0,0,,1441,109701
1,97,10,,,,,,,,0,0,0,,1450,109710
1,97,11,Planeta macierzysta,,,i,qaz,-,Szpieguj,1924,100,99,,1451,109711
1,97,12,,,,,,,,0,0,0,,1452,109712
1,97,13,,,,,,,,0,0,0,,1453,109713
1,97,14,,,,,,,,0,0,0,,1454,109714
1,97,15,,,,,,,,0,0,0,,1455,109715
1,97,2,,,,,,,,0,0,0,,1442,109702
1,97,3,,,,,,,,0,0,0,,1443,109703
1,97,4,chatka puchatka,,,,afcio,-,Szpieguj,638,1984,1983,,1444,109704
1,97,5,Planeta macierzysta,,,i,Klasyka,-,Szpieguj,1990,1096,1095,,1445,109705
1,97,6,Kolonia,,,,afcio,-,Szpieguj,638,1984,4268,,1446,109706
1,97,7,Mrok 2 (41 min),,,,Etherard,-,Szpieguj,346,353,6153,,1447,109707
1,97,8,Gdy zapłaczesz,,,u,panq13,-,Szpieguj,215,1039,5686,,1448,109708
1,97,9,Kolonia (48 min),,"Metal: 1.400, Kryształ: 1.400",,Arczi,-,Szpieguj,94,594,5614,,1449,109709
1,98,1,,,,,,,,0,0,0,,1456,109801
1,98,10,,,,,,,,0,0,0,,1465,109810
1,98,11,,,,,,,,0,0,0,,1466,109811
1,98,12,,,,,,,,0,0,0,,1467,109812
1,98,13,,,,,,,,0,0,0,,1468,109813
1,98,14,,,,,,,,0,0,0,,1469,109814
1,98,15,,,,,,,,0,0,0,,1470,109815
1,98,2,,,,,,,,0,0,0,,1457,109802
1,98,3,,,,,,,,0,0,0,,1458,109803
1,98,4,Noveria,"śr: 8.602, temp: 46",,u,zoltrix,-,Szpieguj,675,101,100,,1459,109804
1,98,5,Virmir,,,u,zoltrix,-,Szpieguj,675,101,2901,,1460,109805
1,98,6,Endor,,,,2hibay,CO5G,Szpieguj,261,1123,6189,,1461,109806
1,98,7,Thessia,,,u,zoltrix,-,Szpieguj,675,101,4601,,1462,109807
1,98,8,Planeta macierzysta,,,i,nymney,-,Szpieguj,1262,1097,1096,,1463,109808
1,98,9,Eden Prime,,,,MackFrank,-,Szpieguj,899,2514,4274,,1464,109809
1,99,1,,,,,,,,0,0,0,,1471,109901
1,99,10,,,,,,,,0,0,0,,1480,109910
1,99,11,Planeta macierzysta,,,i,wojtas1555,-,Szpieguj,2373,1986,1985,,1481,109911
1,99,12,,,,,,,,0,0,0,,1482,109912
1,99,13,,,,,,,,0,0,0,,1483,109913
1,99,14,,,,,,,,0,0,0,,1484,109914
1,99,15,,,,,,,,0,0,0,,1485,109915
1,99,2,,,,,,,,0,0,0,,1472,109902
1,99,3,,,,,,,,0,0,0,,1473,109903
1,99,4,,,,,,,,0,0,0,,1474,109904
1,99,5,Stepujący syn,,,u,logiczny,-,Szpieguj,701,1098,4866,,1475,109905
1,99,6,Planeta tacierzysta,,,u,logiczny,-,Szpieguj,701,1098,3987,,1476,109906
1,99,7,Planeta macierzysta,,,u,logiczny,-,Szpieguj,701,1098,1097,,1477,109907
1,99,8,Planeta macierzysta,,,i,Ksemidesdelos,-,Szpieguj,1925,102,101,,1478,109908
1,99,9,Naboo (33 min),,,,ArekJ,MnS,Szpieguj,79,16,5207,,1479,109909
1,100,1,,,,,,,,0,0,0,,1486,110001
1,100,10,Kolonia,,,,kdrs,MnS,Szpieguj,284,45,5060,,1495,110010
1,100,11,Planeta macierzysta,,,i,allek86,-,Szpieguj,2374,1987,1986,,1496,110011
1,100,12,,,,,,,,0,0,0,,1497,110012
1,100,13,,,,,,,,0,0,0,,1498,110013
1,100,14,,,,,,,,0,0,0,,1499,110014
1,100,15,,,,,,,,0,0,0,,1500,110015
1,100,2,,,,,,,,0,0,0,,1487,110002
1,100,3,,,,,,,,0,0,0,,1488,110003
1,100,4,,,,,,,,0,0,0,,1489,110004
1,100,5,,,,,,,,0,0,0,,1490,110005
1,100,6,Planeta macierzysta (*),,,i,RYBCZAN,-,Szpieguj,1579,103,102,,1491,110006
1,100,7,Atacama,,,,Mso,ZERO,Szpieguj,86,345,3616,,1492,110007
1,100,8,Akumetsu,,,,Kenji,-,Szpieguj,285,165,2900,,1493,110008
1,100,9,Kolonia,,,,sevenofnine_pl,-,Szpieguj,281,35,3536,,1494,110009
1,101,1,,,,,,,,0,0,0,,1501,110101
1,101,10,,,,,,,,0,0,0,,1510,110110
1,101,11,HellOnWheels (*),,,i,Unluckyluq,-,Szpieguj,1236,1099,1098,,1511,110111
1,101,12,,,,,,,,0,0,0,,1512,110112
1,101,13,,,,,,,,0,0,0,,1513,110113
1,101,14,,,,,,,,0,0,0,,1514,110114
1,101,15,,,,,,,,0,0,0,,1515,110115
1,101,2,,,,,,,,0,0,0,,1502,110102
1,101,3,,,,,,,,0,0,0,,1503,110103
1,101,4,,,,,,,,0,0,0,,1504,110104
1,101,5,,,,,,,,0,0,0,,1505,110105
1,101,6,Lagland (27 min),,,,Laggys,-,Szpieguj,210,104,103,,1506,110106
1,101,7,Kaczynski Smiec (*),"śr: 5.656, temp: -36",,,mnoo,MnS,Szpieguj,27,305,3887,,1507,110107
1,101,8,Lagland Prime (27 min),,,,Laggys,-,Szpieguj,210,104,2593,,1508,110108
1,101,9,,,,,,,,0,0,0,,1509,110109
1,102,1,,,,,,,,0,0,0,,1516,110201
1,102,10,Planeta matka,,,,Spark4,-,Szpieguj,383,105,104,,1525,110210
1,102,11,,,,,,,,0,0,0,,1526,110211
1,102,12,,,,,,,,0,0,0,,1527,110212
1,102,13,,,,,,,,0,0,0,,1528,110213
1,102,14,,,,,,,,0,0,0,,1529,110214
1,102,15,,,,,,,,0,0,0,,1530,110215
1,102,2,,,,,,,,0,0,0,,1517,110202
1,102,3,,,,,,,,0,0,0,,1518,110203
1,102,4,,,,,,,,0,0,0,,1519,110204
1,102,5,,,,,,,,0,0,0,,1520,110205
1,102,6,4 (*),,,,Sasquath,-,Szpieguj,328,2511,5695,,1521,110206
1,102,7,Planeta macierzysta,,,,n00kie,-,Szpieguj,1305,1988,1987,,1522,110207
1,102,8,Kolonia,,,,roxorq,NN,Szpieguj,382,218,6220,,1523,110208
1,102,9,Kolonia,,,,Spark4,-,Szpieguj,383,105,2682,,1524,110209
1,103,1,,,,,,,,0,0,0,,1531,110301
1,103,10,,,,,,,,0,0,0,,1540,110310
1,103,11,,,,,,,,0,0,0,,1541,110311
1,103,12,,,,,,,,0,0,0,,1542,110312
1,103,13,,,,,,,,0,0,0,,1543,110313
1,103,14,,,,,,,,0,0,0,,1544,110314
1,103,15,,,,,,,,0,0,0,,1545,110315
1,103,2,,,,,,,,0,0,0,,1532,110302
1,103,3,Planeta macierzysta,,,i,Noriphe,-,Szpieguj,1607,106,105,,1533,110303
1,103,4,,,,,,,,0,0,0,,1534,110304
1,103,5,,,,,,,,0,0,0,,1535,110305
1,103,6,Planeta macierzysta,,,i,Sievvca,-,Szpieguj,1729,1989,1988,,1536,110306
1,103,7,Kolonia (*),,,,WielokrotnieZbanowany,BEST,Szpieguj,487,2705,6134,,1537,110307
1,103,8,Planeta macierzysta,,,i,fajtlapa,-,Szpieguj,1822,1100,1099,,1538,110308
1,103,9,,,,,,,,0,0,0,,1539,110309
1,104,1,,,,,,,,0,0,0,,1546,110401
1,104,10,,,,,,,,0,0,0,,1555,110410
1,104,11,,,,,,,,0,0,0,,1556,110411
1,104,12,Planeta Nieczysta,,,,Sonda Analna,EiR,Szpieguj,58,107,106,,1557,110412
1,104,13,,,,,,,,0,0,0,,1558,110413
1,104,14,,,,,,,,0,0,0,,1559,110414
1,104,15,,,,,,,,0,0,0,,1560,110415
1,104,2,,,,,,,,0,0,0,,1547,110402
1,104,3,,,,,,,,0,0,0,,1548,110403
1,104,4,Planeta macierzysta,,,i,luntrusrex,-,Szpieguj,1991,1101,1100,,1549,110404
1,104,5,Dabul Blasta (*),"śr: 8.602, temp: 20",,,Sonda Analna,EiR,Szpieguj,58,107,2578,,1550,110405
1,104,6,Planeta macierzysta (52 min),,,,jaszmija,-,Szpieguj,425,1990,1989,,1551,110406
1,104,7,,,,,,,,0,0,0,,1552,110407
1,104,8,Indor,,,,Sonda Analna,EiR,Szpieguj,58,107,5762,,1553,110408
1,104,9,Kolonia,,,,Elonoic,-,Szpieguj,167,118,5349,,1554,110409
1,105,1,,,,,,,,0,0,0,,1561,110501
1,105,10,,,,,,,,0,0,0,,1570,110510
1,105,11,,,,,,,,0,0,0,,1571,110511
1,105,12,Kolonia (23 min),,,,Black Horse,prawica,Szpieguj,381,2030,6570,,1572,110512
1,105,13,,,,,,,,0,0,0,,1573,110513
1,105,14,,,,,,,,0,0,0,,1574,110514
1,105,15,,,,,,,,0,0,0,,1575,110515
1,105,2,,,,,,,,0,0,0,,1562,110502
1,105,3,Sasin (*),"śr: 8.544, temp: 50",,,hyuuga,CO5G,Szpieguj,107,108,107,,1563,110503
1,105,4,Planeta macierzysta,,,i,Noxeow,-,Szpieguj,1992,1102,1101,,1564,110504
1,105,5,Tether (*),,,,Emporio,-,Szpieguj,9,373,3289,,1565,110505
1,105,6,Toussaint (*),,,i,ChupaChups,KM,Szpieguj,682,41,2607,,1566,110506
1,105,7,Terra (*),,,i,pawko13,-,Szpieguj,1657,1991,1990,,1567,110507
1,105,8,Kolonia (*),,,,hyuuga,CO5G,Szpieguj,107,108,3019,,1568,110508
1,105,9,,,,,,,,0,0,0,,1569,110509
1,106,1,,,,,,,,0,0,0,,1576,110601
1,106,10,Swarog (19 min),,,,Pawlo_mht,CO5G,Szpieguj,369,109,5799,,1585,110610
1,106,11,,,,,,,,0,0,0,,1586,110611
1,106,12,,,,,,,,0,0,0,,1587,110612
1,106,13,,,,,,,,0,0,0,,1588,110613
1,106,14,,,,,,,,0,0,0,,1589,110614
1,106,15,,,,,,,,0,0,0,,1590,110615
1,106,2,,,,,,,,0,0,0,,1577,110602
1,106,3,,,,,,,,0,0,0,,1578,110603
1,106,4,Pandora (19 min),,,,Pawlo_mht,CO5G,Szpieguj,369,109,108,,1579,110604
1,106,5,Planeta macierzysta,,,,marek_antoniusz,-,Szpieguj,995,1992,1991,,1580,110605
1,106,6,,,,,,,,0,0,0,,1581,110606
1,106,7,Kolonia (*),,,,hyuuga,CO5G,Szpieguj,107,108,3621,,1582,110607
1,106,8,Umbriel (19 min),,,,Pawlo_mht,CO5G,Szpieguj,369,109,3640,,1583,110608
1,106,9,Tytania (19 min),,,,Pawlo_mht,CO5G,Szpieguj,369,109,4740,,1584,110609
1,107,1,,,,,,,,0,0,0,,1591,110701
1,107,10,,,,,,,,0,0,0,,1600,110710
1,107,11,Gościniec na zadupiu,,,,molcin,-,Szpieguj,649,1993,4796,,1601,110711
1,107,12,Planeta macierzysta,,,i,Riddler,-,Szpieguj,1926,110,109,,1602,110712
1,107,13,,,,,,,,0,0,0,,1603,110713
1,107,14,,,,,,,,0,0,0,,1604,110714
1,107,15,,,,,,,,0,0,0,,1605,110715
1,107,2,,,,,,,,0,0,0,,1592,110702
1,107,3,,,,,,,,0,0,0,,1593,110703
1,107,4,Wypierdek (25 min),,,,molcin,-,Szpieguj,649,1993,3906,,1594,110704
1,107,5,Molcinlandia (25 min),,"Metal: 1.707, Kryształ: 569",,molcin,-,Szpieguj,649,1993,1992,,1595,110705
1,107,6,Planeta macierzysta,,,i,Kennedy552,-,Szpieguj,1823,1103,1102,,1596,110706
1,107,7,Kolonia,,,u,RipRidah,-,Szpieguj,515,1082,5377,,1597,110707
1,107,8,,,,,,,,0,0,0,,1598,110708
1,107,9,,,,,,,,0,0,0,,1599,110709
1,108,1,,,,,,,,0,0,0,,1606,110801
1,108,10,Blaneda Dziedzgo,,,u,ztegochlebamakiniebedzie,-,Szpieguj,887,36,4068,,1615,110810
1,108,11,Planeta macierzysta,,,i,Hifly,-,Szpieguj,1993,1104,1103,,1616,110811
1,108,12,Kolonia Giertych,,,,Rudzioxd,CO5G,Szpieguj,394,111,110,,1617,110812
1,108,13,,,,,,,,0,0,0,,1618,110813
1,108,14,,,,,,,,0,0,0,,1619,110814
1,108,15,,,,,,,,0,0,0,,1620,110815
1,108,2,,,,,,,,0,0,0,,1607,110802
1,108,3,,,,,,,,0,0,0,,1608,110803
1,108,4,,,,,,,,0,0,0,,1609,110804
1,108,5,Kolonia Korwin (*),,"Metal: 4.200, Kryształ: 4.200",,Rudzioxd,CO5G,Szpieguj,394,111,5444,,1610,110805
1,108,6,,,,,,,,0,0,0,,1611,110806
1,108,7,Kolonia Urban (*),,,,Rudzioxd,CO5G,Szpieguj,394,111,4168,,1612,110807
1,108,8,Kolonia Stonoga (*),,,,Rudzioxd,CO5G,Szpieguj,394,111,3295,,1613,110808
1,108,9,Odległa kolonia,,,,Lee Shay,CO5G,Szpieguj,443,2021,5227,,1614,110809
1,109,1,,,,,,,,0,0,0,,1621,110901
1,109,10,Planeta macierzysta,,,i,glasn0st,-,Szpieguj,1994,1105,1104,,1630,110910
1,109,11,,,,,,,,0,0,0,,1631,110911
1,109,12,,,,,,,,0,0,0,,1632,110912
1,109,13,,,,,,,,0,0,0,,1633,110913
1,109,14,,,,,,,,0,0,0,,1634,110914
1,109,15,,,,,,,,0,0,0,,1635,110915
1,109,2,,,,,,,,0,0,0,,1622,110902
1,109,3,,,,,,,,0,0,0,,1623,110903
1,109,4,sasinator,,,,bemon,-,Szpieguj,641,112,111,,1624,110904
1,109,5,,,,,,,,0,0,0,,1625,110905
1,109,6,Planeta macierzysta,,,i,killtime,-,Szpieguj,2375,1995,1994,,1626,110906
1,109,7,Palanta macierzysta (52 min),,,,jaszmija,-,Szpieguj,425,1990,4335,,1627,110907
1,109,8,Kolonia,,,,bemon,-,Szpieguj,641,112,5235,,1628,110908
1,109,9,,,,,,,,0,0,0,,1629,110909
1,110,1,,,,,,,,0,0,0,,1636,111001
1,110,10,,,,,,,,0,0,0,,1645,111010
1,110,11,,,,,,,,0,0,0,,1646,111011
1,110,12,,,,,,,,0,0,0,,1647,111012
1,110,13,,,,,,,,0,0,0,,1648,111013
1,110,14,,,,,,,,0,0,0,,1649,111014
1,110,15,,,,,,,,0,0,0,,1650,111015
1,110,2,Kolonia (27 min),,,,Laggys,-,Szpieguj,210,104,6047,,1637,111002
1,110,3,,,,,,,,0,0,0,,1638,111003
1,110,4,,,,,,,,0,0,0,,1639,111004
1,110,5,Kolonia,,"Metal: 1.400, Kryształ: 1.400",,bemon,-,Szpieguj,641,112,5889,,1640,111005
1,110,6,Mniej niż zero (*),,,,Aiden7,BEST,Szpieguj,131,1567,6033,,1641,111006
1,110,7,Lagland Primer (56 min),,,,Laggys,-,Szpieguj,210,104,3050,,1642,111007
1,110,8,Kolonia (29 min),,,,more,AC,Szpieguj,430,86,3252,,1643,111008
1,110,9,,,,,,,,0,0,0,,1644,111009
1,111,1,,,,,,,,0,0,0,,1651,111101
1,111,10,,,,,,,,0,0,0,,1660,111110
1,111,11,,,,,,,,0,0,0,,1661,111111
1,111,12,Erathia (*),,,i,Thapchan,-,Szpieguj,1198,1107,1106,,1662,111112
1,111,13,,,,,,,,0,0,0,,1663,111113
1,111,14,,,,,,,,0,0,0,,1664,111114
1,111,15,,,,,,,,0,0,0,,1665,111115
1,111,2,,,,,,,,0,0,0,,1652,111102
1,111,3,,,,,,,,0,0,0,,1653,111103
1,111,4,,,,,,,,0,0,0,,1654,111104
1,111,5,,,,,,,,0,0,0,,1655,111105
1,111,6,Kolonie na mazurach,,,u,ZjemCiHleP,-,Szpieguj,764,114,4870,,1656,111106
1,111,7,Kolonoskopia,,,u,ZjemCiHleP,-,Szpieguj,764,114,3588,,1657,111107
1,111,8,Jajko,"śr: 8.660, temp: -1",,u,ZjemCiHleP,-,Szpieguj,764,114,113,,1658,111108
1,111,9,Planeta macierzysta,,,i,niewyspany,-,Szpieguj,2376,1996,1995,,1659,111109
1,112,1,,,,,,,,0,0,0,,1666,111201
1,112,10,,,,,,,,0,0,0,,1675,111210
1,112,11,,,,,,,,0,0,0,,1676,111211
1,112,12,Kolonia,,,,Wyatt,-,Szpieguj,133,115,2579,,1677,111212
1,112,13,,,,,,,,0,0,0,,1678,111213
1,112,14,,,,,,,,0,0,0,,1679,111214
1,112,15,,,,,,,,0,0,0,,1680,111215
1,112,2,,,,,,,,0,0,0,,1667,111202
1,112,3,Planeta macierzysta (*),,,,Wyatt,-,Szpieguj,133,115,114,,1668,111203
1,112,4,Planeta macierzysta (*),,,i,DaddyGhouL,-,Szpieguj,2199,1108,1107,,1669,111204
1,112,5,,,,,,,,0,0,0,,1670,111205
1,112,6,,,,,,,,0,0,0,,1671,111206
1,112,7,Kolonia (*),,,,hyuuga,CO5G,Szpieguj,107,108,4134,,1672,111207
1,112,8,,,,,,,,0,0,0,,1673,111208
1,112,9,,,,,,,,0,0,0,,1674,111209
1,113,1,,,,,,,,0,0,0,,1681,111301
1,113,10,,,,,,,,0,0,0,,1690,111310
1,113,11,,,,,,,,0,0,0,,1691,111311
1,113,12,,,,,,,,0,0,0,,1692,111312
1,113,13,,,,,,,,0,0,0,,1693,111313
1,113,14,,,,,,,,0,0,0,,1694,111314
1,113,15,,,,,,,,0,0,0,,1695,111315
1,113,2,,,,,,,,0,0,0,,1682,111302
1,113,3,,,,,,,,0,0,0,,1683,111303
1,113,4,,,,,,,,0,0,0,,1684,111304
1,113,5,,,,,,,,0,0,0,,1685,111305
1,113,6,Whatever (42 min),,,,sukien,BEST,Szpieguj,504,116,115,,1686,111306
1,113,7,Planeta macierzysta,,,i,Mydelko,-,Szpieguj,2377,1997,1996,,1687,111307
1,113,8,However,,,,sukien,BEST,Szpieguj,504,116,3432,,1688,111308
1,113,9,,,,,,,,0,0,0,,1689,111309
1,114,1,,,,,,,,0,0,0,,1696,111401
1,114,10,Kolonia,,,,Elonoic,-,Szpieguj,167,118,4461,,1705,111410
1,114,11,,,,,,,,0,0,0,,1706,111411
1,114,12,,,,,,,,0,0,0,,1707,111412
1,114,13,,,,,,,,0,0,0,,1708,111413
1,114,14,,,,,,,,0,0,0,,1709,111414
1,114,15,,,,,,,,0,0,0,,1710,111415
1,114,2,,,,,,,,0,0,0,,1697,111402
1,114,3,,,,,,,,0,0,0,,1698,111403
1,114,4,,,,,,,,0,0,0,,1699,111404
1,114,5,,,,,,,,0,0,0,,1700,111405
1,114,6,Planeta macierzysta,,,i,Krzysiek,-,Szpieguj,2101,117,116,,1701,111406
1,114,7,Whoever,,,,sukien,BEST,Szpieguj,504,116,4130,,1702,111407
1,114,8,Whenever,,,,sukien,BEST,Szpieguj,504,116,4787,,1703,111408
1,114,9,Platana macierzysta (52 min),,,,jaszmija,-,Szpieguj,425,1990,5794,,1704,111409
1,115,1,,,,,,,,0,0,0,,1711,111501
1,115,10,Kolonia,,,,Elonoic,-,Szpieguj,167,118,3304,,1720,111510
1,115,11,Kolonia,,,,MisakiPanda,-,Szpieguj,683,435,5691,,1721,111511
1,115,12,Planeta macierzysta (30 min),,,,Elonoic,-,Szpieguj,167,118,117,,1722,111512
1,115,13,,,,,,,,0,0,0,,1723,111513
1,115,14,,,,,,,,0,0,0,,1724,111514
1,115,15,,,,,,,,0,0,0,,1725,111515
1,115,2,,,,,,,,0,0,0,,1712,111502
1,115,3,,,,,,,,0,0,0,,1713,111503
1,115,4,,,,,,,,0,0,0,,1714,111504
1,115,5,2 (15 min),,,,Sasquath,-,Szpieguj,328,2511,4495,,1715,111505
1,115,6,Planeta macierzysta (*),,,i,CallMeJimmy4,-,Szpieguj,1316,1110,1109,,1716,111506
1,115,7,DEKALOG 4 (24 min),"śr: 8.366, temp: -6",,,fate,CO5G,Szpieguj,267,2341,5093,,1717,111507
1,115,8,Merkury (17 min),,,,sma249,CO5G,Szpieguj,229,398,3998,,1718,111508
1,115,9,za gr0000by by jeść,,,,gr0000by,CO5G,Szpieguj,151,1042,4777,,1719,111509
1,116,1,,,,,,,,0,0,0,,1726,111601
1,116,10,zniszczenie,,"Metal: 1.000, Kryształ: 1.000",,masz_fajne_donice,-,Szpieguj,423,121,6006,,1735,111610
1,116,11,,,,,,,,0,0,0,,1736,111611
1,116,12,Planeta macierzysta,,,i,MatthewLou,-,Szpieguj,2378,1998,1997,,1737,111612
1,116,13,,,,,,,,0,0,0,,1738,111613
1,116,14,,,,,,,,0,0,0,,1739,111614
1,116,15,,,,,,,,0,0,0,,1740,111615
1,116,2,,,,,,,,0,0,0,,1727,111602
1,116,3,,,,,,,,0,0,0,,1728,111603
1,116,4,,,,,,,,0,0,0,,1729,111604
1,116,5,,,,,,,,0,0,0,,1730,111605
1,116,6,,,,,,,,0,0,0,,1731,111606
1,116,7,3 (*),,,,Sasquath,-,Szpieguj,328,2511,5187,,1732,111607
1,116,8,Planeta macierzysta,,,i,Lamalamaduck,-,Szpieguj,1927,119,118,,1733,111608
1,116,9,Planeta macierzysta,,,i,Azazel,-,Szpieguj,1689,1111,1110,,1734,111609
1,117,1,,,,,,,,0,0,0,,1741,111701
1,117,10,Kolonia (56 min),,,,rufcio,-,Szpieguj,212,120,5600,,1750,111710
1,117,11,Planeta macierzysta (*),,,i,bitko1N,-,Szpieguj,1995,1112,1111,,1751,111711
1,117,12,,,,,,,,0,0,0,,1752,111712
1,117,13,,,,,,,,0,0,0,,1753,111713
1,117,14,,,,,,,,0,0,0,,1754,111714
1,117,15,,,,,,,,0,0,0,,1755,111715
1,117,2,,,,,,,,0,0,0,,1742,111702
1,117,3,,,,,,,,0,0,0,,1743,111703
1,117,4,,,,,,,,0,0,0,,1744,111704
1,117,5,,,,,,,,0,0,0,,1745,111705
1,117,6,Planeta macierzysta (26 min),,,,rufcio,-,Szpieguj,212,120,119,,1746,111706
1,117,7,Hrfgdrtyjhjfy (*),,,i,patryno,-,Szpieguj,1079,1999,1998,,1747,111707
1,117,8,Kolonia (56 min),,,,rufcio,-,Szpieguj,212,120,2854,,1748,111708
1,117,9,Hrfgfdgfdhkolgfdgg (*),,,i,patryno,-,Szpieguj,1079,1999,2978,,1749,111709
1,118,1,,,,,,,,0,0,0,,1756,111801
1,118,10,niepowodzenie,,"Metal: 1.400, Kryształ: 1.400",,masz_fajne_donice,-,Szpieguj,423,121,4825,,1765,111810
1,118,11,Planeta macierzysta,,,,Aneurin,-,Szpieguj,422,2000,1999,,1766,111811
1,118,12,,,,,,,,0,0,0,,1767,111812
1,118,13,,,,,,,,0,0,0,,1768,111813
1,118,14,,,,,,,,0,0,0,,1769,111814
1,118,15,,,,,,,,0,0,0,,1770,111815
1,118,2,,,,,,,,0,0,0,,1757,111802
1,118,3,,,,,,,,0,0,0,,1758,111803
1,118,4,Kolonia,,,,Aneurin,-,Szpieguj,422,2000,3338,,1759,111804
1,118,5,,,,,,,,0,0,0,,1760,111805
1,118,6,porażkę,,,,masz_fajne_donice,-,Szpieguj,423,121,120,,1761,111806
1,118,7,Kolonia (35 min),,,,rufcio,-,Szpieguj,212,120,3744,,1762,111807
1,118,8,destrukcję,,,,masz_fajne_donice,-,Szpieguj,423,121,3209,,1763,111808
1,118,9,Zaśpiewa tango (*),,,i,baczus,-,Szpieguj,742,2108,3734,,1764,111809
1,119,1,,,,,,,,0,0,0,,1771,111901
1,119,10,Main Planet,,,i,dam97,-,Szpieguj,1996,1113,1112,,1780,111910
1,119,11,,,,,,,,0,0,0,,1781,111911
1,119,12,,,,,,,,0,0,0,,1782,111912
